2356.TW, RSI(talib): 61.667772328976135
3033.TW, RSI(talib): 69.23732865474312
2402.TW, RSI(talib): 68.5383008209968
3312.TW, RSI(talib): 66.008563218686
5284.TW, RSI(talib): 63.46334607822123
8210.TW, RSI(talib): 78.28202451394398
6409.TW, RSI(talib): 72.54040245115236
2451.TW, RSI(talib): 86.884141861483
9917.TW, RSI(talib): 68.22925067719848
6139.TW, RSI(talib): 60.26053568778315
1720.TW, RSI(talib): 61.13682696018067
2903.TW, RSI(talib): 62.05727540520801
2539.TW, RSI(talib): 73.39055161265563
1512.TW, RSI(talib): 63.976298338452274
1503.TW, RSI(talib): 80.45653015495232
6691.TW, RSI(talib): 62.443850788544516
2393.TW, RSI(talib): 79.05503508707984
3094.TW, RSI(talib): 61.183939590825965
8110.TW, RSI(talib): 61.42471433282661
2427.TW, RSI(talib): 88.49260553623436
6243.TW, RSI(talib): 77.01861411917095
2399.TW, RSI(talib): 75.36250607931318
2207.TW, RSI(talib): 68.26490066553386
3338.TW, RSI(talib): 65.52426092221442
3715.TW, RSI(talib): 63.81531458670623
5434.TW, RSI(talib): 64.73325434550904
6830.TW, RSI(talib): 74.80587805224889
6112.TW, RSI(talib): 71.2594581679192
5469.TW, RSI(talib): 65.35556086184741
1535.TW, RSI(talib): 62.12025292103862
3376.TW, RSI(talib): 67.6396418095916
3617.TW, RSI(talib): 75.72145549871742
3058.TW, RSI(talib): 62.76044901784886
1608.TW, RSI(talib): 73.02823415509984
5234.TW, RSI(talib): 65.54918020982937
3583.TW, RSI(talib): 74.6716722358586
2461.TW, RSI(talib): 63.762732864583086
3014.TW, RSI(talib): 74.1283023275204
6214.TW, RSI(talib): 80.75180391423322
5531.TW, RSI(talib): 61.398028719521506
2630.TW, RSI(talib): 74.59283706496443
1525.TW, RSI(talib): 84.27617616630071
2706.TW, RSI(talib): 65.3729050390971
1310.TW, RSI(talib): 60.57409375338477
8271.TW, RSI(talib): 83.85428679063392
2349.TW, RSI(talib): 66.28863454922772
6215.TW, RSI(talib): 79.07260942044736
--------------
