2356.TW, RSI(talib): 62.66483970580109
1731.TW, RSI(talib): 77.80451855958512
1514.TW, RSI(talib): 65.36693568076953
1904.TW, RSI(talib): 63.66167701495294
5706.TW, RSI(talib): 84.77363588186574
2388.TW, RSI(talib): 66.61044704876606
3661.TW, RSI(talib): 60.23038870762439
2345.TW, RSI(talib): 68.67373450899001
2308.TW, RSI(talib): 60.99675997183762
6005.TW, RSI(talib): 68.63985158840428
1711.TW, RSI(talib): 61.46745374790059
6235.TW, RSI(talib): 71.39260696648584
6282.TW, RSI(talib): 67.22160986634626
2457.TW, RSI(talib): 64.58763946848497
3653.TW, RSI(talib): 71.56771482543886
2379.TW, RSI(talib): 61.71528972719652
8478.TW, RSI(talib): 60.678866492449025
3034.TW, RSI(talib): 65.31312664008593
2449.TW, RSI(talib): 70.50766355804423
6191.TW, RSI(talib): 70.15178302163665
6257.TW, RSI(talib): 67.69669263371318
2352.TW, RSI(talib): 82.12964376065563
3443.TW, RSI(talib): 64.80495986897999
8215.TW, RSI(talib): 69.43150307745597
9919.TW, RSI(talib): 65.42243540111801
2731.TW, RSI(talib): 65.58474498712401
1733.TW, RSI(talib): 72.70867545162763
6591.TW, RSI(talib): 60.88391813491012
2489.TW, RSI(talib): 65.06459190483159
1104.TW, RSI(talib): 61.30161756975635
8213.TW, RSI(talib): 62.391677110482135
2425.TW, RSI(talib): 84.75536451013976
6515.TW, RSI(talib): 65.13847992106587
8081.TW, RSI(talib): 60.70756340463524
1907.TW, RSI(talib): 74.83631755038152
2206.TW, RSI(talib): 88.34070939821518
8112.TW, RSI(talib): 78.84852156909902
1773.TW, RSI(talib): 69.04050850273562
9941.TW, RSI(talib): 67.96406845554738
3015.TW, RSI(talib): 63.98850587809386
2360.TW, RSI(talib): 66.35565980412379
2204.TW, RSI(talib): 79.91468862407015
8996.TW, RSI(talib): 63.73769260335288
3701.TW, RSI(talib): 61.18319127329197
3013.TW, RSI(talib): 76.1738655786985
2328.TW, RSI(talib): 64.76707458902524
2707.TW, RSI(talib): 65.12051876235114
6164.TW, RSI(talib): 64.0247963780066
2385.TW, RSI(talib): 62.642544467166026
1528.TW, RSI(talib): 71.19605281203523
6120.TW, RSI(talib): 61.917199409002144
3038.TW, RSI(talib): 77.30048442963441
2486.TW, RSI(talib): 87.76349653980454
2421.TW, RSI(talib): 79.67718771636302
3005.TW, RSI(talib): 69.94197136986085
8105.TW, RSI(talib): 69.69469030353122
2332.TW, RSI(talib): 60.234551462160915
3027.TW, RSI(talib): 64.06233794639336
2439.TW, RSI(talib): 66.05522098866217
2420.TW, RSI(talib): 61.122018173369575
6197.TW, RSI(talib): 64.18090339319562
8222.TW, RSI(talib): 60.67648598688863
3380.TW, RSI(talib): 60.68845665153536
3515.TW, RSI(talib): 81.10503856841386
3346.TW, RSI(talib): 68.9075533621657
3025.TW, RSI(talib): 66.48965006539484
1519.TW, RSI(talib): 74.02059623050613
2727.TW, RSI(talib): 66.78338568828619
1504.TW, RSI(talib): 70.84671147487812
1532.TW, RSI(talib): 66.10812626830092
2530.TW, RSI(talib): 75.58053543428872
6592.TW, RSI(talib): 64.87945680960644
1905.TW, RSI(talib): 67.28816621616485
1612.TW, RSI(talib): 73.98971884239054
3033.TW, RSI(talib): 81.21097829529809
9942.TW, RSI(talib): 60.712032596509424
3312.TW, RSI(talib): 73.46071754052831
5284.TW, RSI(talib): 60.66595043277877
2355.TW, RSI(talib): 64.44520943096197
8210.TW, RSI(talib): 71.22683801371046
6409.TW, RSI(talib): 73.66217107597596
2451.TW, RSI(talib): 63.99234287752683
6139.TW, RSI(talib): 70.47149761375098
1720.TW, RSI(talib): 68.39741713728463
1618.TW, RSI(talib): 66.04210786826322
2903.TW, RSI(talib): 61.696043776034905
2539.TW, RSI(talib): 82.20406088921628
1503.TW, RSI(talib): 74.32903076230308
2393.TW, RSI(talib): 80.03332121584454
8110.TW, RSI(talib): 62.09712331201903
2427.TW, RSI(talib): 65.81578797615806
6243.TW, RSI(talib): 83.57129120165345
2399.TW, RSI(talib): 70.90379483873849
3056.TW, RSI(talib): 60.79366889065015
2207.TW, RSI(talib): 69.95491170404875
3338.TW, RSI(talib): 60.974063780162034
3715.TW, RSI(talib): 62.703755519615
6830.TW, RSI(talib): 76.66690649883446
6112.TW, RSI(talib): 61.685239086469835
5469.TW, RSI(talib): 67.42880583342905
3617.TW, RSI(talib): 69.43575144360717
3058.TW, RSI(talib): 69.94792893961741
1608.TW, RSI(talib): 75.90351784553913
5234.TW, RSI(talib): 63.15192906425992
1616.TW, RSI(talib): 64.67031333996613
4108.TW, RSI(talib): 61.77562279383143
3583.TW, RSI(talib): 81.8706548078802
2461.TW, RSI(talib): 72.95566974805674
3014.TW, RSI(talib): 70.52889056905359
8011.TW, RSI(talib): 71.54363758578397
5531.TW, RSI(talib): 65.26068122232857
2630.TW, RSI(talib): 76.63518871880483
1525.TW, RSI(talib): 79.06249822869084
2706.TW, RSI(talib): 73.51665121045203
8271.TW, RSI(talib): 75.55825493012203
2349.TW, RSI(talib): 62.64351739479024
6215.TW, RSI(talib): 68.90031912650946
--------------
1512.TW failed ('NoneType' object has no attribute 'text').
