2356.TW, RSI(talib): 62.36371847752754
3005.TW, RSI(talib): 64.63051600777877
8105.TW, RSI(talib): 60.28041745160516
3027.TW, RSI(talib): 64.49376307892668
2439.TW, RSI(talib): 64.89315826689005
8222.TW, RSI(talib): 60.03619618965031
3515.TW, RSI(talib): 87.80077817783214
3046.TW, RSI(talib): 69.59740450888772
3025.TW, RSI(talib): 67.6172200258812
1519.TW, RSI(talib): 70.40429920665673
2727.TW, RSI(talib): 68.26092759988882
1504.TW, RSI(talib): 70.88794354190186
2748.TW, RSI(talib): 65.26041169641883
1532.TW, RSI(talib): 66.50292159546738
2530.TW, RSI(talib): 66.39273427941103
6592.TW, RSI(talib): 63.04099047849703
1905.TW, RSI(talib): 63.24399956899852
1612.TW, RSI(talib): 84.7182479789885
3033.TW, RSI(talib): 83.97928770932967
3312.TW, RSI(talib): 65.09361746663456
8210.TW, RSI(talib): 74.6063341936469
2451.TW, RSI(talib): 62.57191258171076
6139.TW, RSI(talib): 72.07763411449332
2539.TW, RSI(talib): 84.5276836460461
1503.TW, RSI(talib): 68.64888815038128
2393.TW, RSI(talib): 74.51457295021552
2739.TW, RSI(talib): 60.988463250334135
2427.TW, RSI(talib): 60.66160151257621
1229.TW, RSI(talib): 63.63895147307845
6243.TW, RSI(talib): 74.0688104320372
2399.TW, RSI(talib): 67.71535104000412
2207.TW, RSI(talib): 60.31813610125987
6830.TW, RSI(talib): 76.19809196286616
5469.TW, RSI(talib): 65.44929125270325
3617.TW, RSI(talib): 76.65969703749276
3058.TW, RSI(talib): 60.11351660671901
1608.TW, RSI(talib): 71.77595628890946
5234.TW, RSI(talib): 61.65360318072269
1616.TW, RSI(talib): 65.97423162791705
4108.TW, RSI(talib): 62.78159509693033
3583.TW, RSI(talib): 88.97576189694571
2461.TW, RSI(talib): 65.95685904885336
3014.TW, RSI(talib): 78.5353647620691
3308.TW, RSI(talib): 66.9783482802079
5531.TW, RSI(talib): 65.53649322162379
2630.TW, RSI(talib): 84.52090512268362
1525.TW, RSI(talib): 74.41275866330147
2706.TW, RSI(talib): 74.92460971244547
8271.TW, RSI(talib): 72.17777479737067
2349.TW, RSI(talib): 64.12567421082797
6215.TW, RSI(talib): 62.66372537482175
2705.TW, RSI(talib): 74.84066427828866
--------------
