2324.TW, RSI(talib): 71.14796135116427
2393.TW, RSI(talib): 61.014084716594596
1215.TW, RSI(talib): 61.006704310057714
8110.TW, RSI(talib): 61.68816197583988
1229.TW, RSI(talib): 67.80386816777276
6243.TW, RSI(talib): 69.72085915583588
2399.TW, RSI(talib): 67.39287071519693
3056.TW, RSI(talib): 60.62899475121944
2207.TW, RSI(talib): 60.85328261700364
3652.TW, RSI(talib): 77.12051380148772
6830.TW, RSI(talib): 71.72416244897968
5469.TW, RSI(talib): 63.56501659340499
1108.TW, RSI(talib): 66.55781661042897
3617.TW, RSI(talib): 64.43582442736273
3058.TW, RSI(talib): 60.52940046168527
1608.TW, RSI(talib): 64.60024727726773
1616.TW, RSI(talib): 63.02323238960811
3583.TW, RSI(talib): 83.7645858833548
3014.TW, RSI(talib): 76.12242856688108
6214.TW, RSI(talib): 73.46254022925758
3308.TW, RSI(talib): 65.51349834127979
2630.TW, RSI(talib): 74.93838147047819
1525.TW, RSI(talib): 75.76161530836562
8271.TW, RSI(talib): 74.40524829606576
2705.TW, RSI(talib): 63.10651546520395
2211.TW, RSI(talib): 67.56692783603437
3055.TW, RSI(talib): 76.65239881106005
6166.TW, RSI(talib): 63.08540973459261
8422.TW, RSI(talib): 61.14379626846328
--------------
