2324.TW, RSI(talib): 63.2853151057209
8105.TW, RSI(talib): 74.31982105309504
8926.TW, RSI(talib): 68.82918868493638
3027.TW, RSI(talib): 75.01319457136488
6197.TW, RSI(talib): 64.66257951478539
3380.TW, RSI(talib): 62.64195060134007
3515.TW, RSI(talib): 80.27994904202208
3024.TW, RSI(talib): 62.048529463983506
2485.TW, RSI(talib): 65.17880625610292
3346.TW, RSI(talib): 66.20934141709512
4967.TW, RSI(talib): 73.1697794037831
3046.TW, RSI(talib): 61.921561373359154
3025.TW, RSI(talib): 64.32713752890436
1337.TW, RSI(talib): 71.66077156027134
1519.TW, RSI(talib): 69.25816752878877
1504.TW, RSI(talib): 65.57096821213155
2748.TW, RSI(talib): 70.17342064161633
1905.TW, RSI(talib): 63.880110589160175
1612.TW, RSI(talib): 67.0072316979267
3033.TW, RSI(talib): 64.88113993894143
2468.TW, RSI(talib): 87.59429643546716
3312.TW, RSI(talib): 62.52273363658912
6416.TW, RSI(talib): 62.034352050776185
8210.TW, RSI(talib): 79.37995825620445
2451.TW, RSI(talib): 63.39920364911811
4916.TW, RSI(talib): 82.03107407843031
1503.TW, RSI(talib): 63.65477412628228
2462.TW, RSI(talib): 64.43791550559351
6691.TW, RSI(talib): 60.33577139268198
2393.TW, RSI(talib): 66.86836039330029
2739.TW, RSI(talib): 60.21450556475592
8110.TW, RSI(talib): 65.56999097145186
2453.TW, RSI(talib): 60.953183507554456
2427.TW, RSI(talib): 62.03818500418065
1229.TW, RSI(talib): 64.39807252999107
6243.TW, RSI(talib): 70.15300103974681
2399.TW, RSI(talib): 68.2981641227846
2645.TW, RSI(talib): 60.29992825815976
3652.TW, RSI(talib): 70.43969443485054
3715.TW, RSI(talib): 67.27178397679572
6830.TW, RSI(talib): 62.19163094746667
6112.TW, RSI(talib): 64.86390529699882
3032.TW, RSI(talib): 70.4090325947288
5469.TW, RSI(talib): 71.32389416125392
1108.TW, RSI(talib): 70.10062230490823
3617.TW, RSI(talib): 65.28748482411324
3058.TW, RSI(talib): 60.04298572202106
1608.TW, RSI(talib): 65.1131398680532
5234.TW, RSI(talib): 71.80905626278576
1616.TW, RSI(talib): 72.07355778437666
3583.TW, RSI(talib): 77.38476457337967
1515.TW, RSI(talib): 84.82224927301984
3308.TW, RSI(talib): 65.89920579549778
4581.TW, RSI(talib): 63.38174763993359
2630.TW, RSI(talib): 71.81362579131097
2015.TW, RSI(talib): 64.62796030280093
1525.TW, RSI(talib): 68.08436182196805
2431.TW, RSI(talib): 62.63491360478841
2706.TW, RSI(talib): 61.07961901402915
8271.TW, RSI(talib): 67.9617130097663
2705.TW, RSI(talib): 74.49846496388929
2211.TW, RSI(talib): 63.50709004589869
2247.TW, RSI(talib): 61.54508189814904
3055.TW, RSI(talib): 70.1180062924044
6166.TW, RSI(talib): 64.0175884186049
8422.TW, RSI(talib): 67.73610323996077
--------------
9941.TW failed ('NoneType' object has no attribute 'text').
